typL,liczbaL,typS,liczbS,typP,liczbaP
konnica,484,konnica,7,piechurzy,11
artylerzysci,144,piechurzy,287,konnica,163
konnica,284,piechurzy,217,konnica,50
piechurzy,286,piechurzy,143,piechurzy,228
konnica,7,piechurzy,124,artylerzysci,282
konnica,292,konnica,92,konnica,3
artylerzysci,436,artylerzysci,5,piechurzy,29
konnica,419,artylerzysci,9,artylerzysci,64
artylerzysci,271,artylerzysci,249,piechurzy,1
konnica,173,konnica,61,konnica,162
artylerzysci,112,piechurzy,33,konnica,37
artylerzysci,125,piechurzy,259,piechurzy,1
piechurzy,297,piechurzy,94,artylerzysci,292
konnica,61,konnica,219,konnica,143
artylerzysci,197,piechurzy,157,konnica,119
piechurzy,322,artylerzysci,65,artylerzysci,140
artylerzysci,278,konnica,75,piechurzy,177
konnica,191,artylerzysci,105,piechurzy,34
konnica,238,piechurzy,76,piechurzy,132
piechurzy,120,artylerzysci,302,piechurzy,67
piechurzy,401,artylerzysci,241,piechurzy,30
piechurzy,53,artylerzysci,142,konnica,198
piechurzy,276,artylerzysci,282,konnica,83
konnica,199,konnica,78,artylerzysci,197
piechurzy,124,piechurzy,125,piechurzy,231
piechurzy,445,artylerzysci,205,konnica,112
konnica,421,piechurzy,60,piechurzy,17
piechurzy,464,artylerzysci,210,konnica,83
artylerzysci,73,konnica,427,artylerzysci,12
piechurzy,272,konnica,224,konnica,60
piechurzy,379,artylerzysci,43,konnica,189
konnica,271,piechurzy,116,artylerzysci,171
piechurzy,363,piechurzy,61,piechurzy,111
artylerzysci,254,artylerzysci,113,artylerzysci,174
artylerzysci,54,konnica,97,konnica,303
konnica,93,konnica,252,artylerzysci,45
konnica,94,konnica,42,konnica,80
piechurzy,351,piechurzy,46,piechurzy,259
artylerzysci,177,artylerzysci,41,konnica,249
artylerzysci,424,artylerzysci,49,piechurzy,59
konnica,345,konnica,9,piechurzy,21
artylerzysci,228,konnica,187,artylerzysci,103
konnica,221,piechurzy,206,artylerzysci,3
piechurzy,165,piechurzy,154,konnica,288
konnica,380,konnica,30,konnica,63
artylerzysci,45,artylerzysci,61,artylerzysci,373
piechurzy,46,artylerzysci,219,artylerzysci,127
piechurzy,192,konnica,305,artylerzysci,70
konnica,370,piechurzy,100,artylerzysci,60
konnica,288,konnica,131,piechurzy,76
piechurzy,65,konnica,138,piechurzy,11
konnica,22,artylerzysci,27,konnica,84
artylerzysci,181,piechurzy,9,piechurzy,45
piechurzy,474,konnica,208,artylerzysci,31
piechurzy,141,piechurzy,27,piechurzy,114
piechurzy,400,konnica,44,konnica,214
artylerzysci,157,piechurzy,105,konnica,291
artylerzysci,9,konnica,377,artylerzysci,41
piechurzy,448,piechurzy,23,konnica,78
konnica,17,konnica,457,piechurzy,11
artylerzysci,202,artylerzysci,313,konnica,101
piechurzy,135,konnica,154,konnica,183
piechurzy,61,artylerzysci,417,piechurzy,114
piechurzy,282,piechurzy,4,konnica,62
konnica,180,artylerzysci,207,piechurzy,104
artylerzysci,369,konnica,75,piechurzy,118
konnica,2,artylerzysci,425,artylerzysci,28
piechurzy,496,piechurzy,34,artylerzysci,2
artylerzysci,74,konnica,54,konnica,94
artylerzysci,487,artylerzysci,34,konnica,13
konnica,223,konnica,85,konnica,11
artylerzysci,459,piechurzy,89,piechurzy,2
konnica,431,piechurzy,33,konnica,36
artylerzysci,135,artylerzysci,195,piechurzy,199
piechurzy,271,konnica,110,artylerzysci,1
piechurzy,351,piechurzy,135,piechurzy,148
konnica,145,artylerzysci,205,konnica,63
konnica,28,konnica,109,piechurzy,134
piechurzy,412,artylerzysci,107,piechurzy,43
artylerzysci,158,piechurzy,86,artylerzysci,44
piechurzy,471,konnica,21,konnica,85
konnica,218,konnica,47,konnica,111
piechurzy,432,konnica,280,artylerzysci,2
piechurzy,402,piechurzy,153,piechurzy,124
piechurzy,434,konnica,238,konnica,6
piechurzy,495,konnica,138,artylerzysci,86
konnica,85,artylerzysci,204,artylerzysci,192
artylerzysci,33,konnica,110,artylerzysci,111
konnica,412,konnica,38,piechurzy,26
piechurzy,383,piechurzy,115,artylerzysci,45
konnica,190,artylerzysci,230,piechurzy,104
konnica,12,piechurzy,100,artylerzysci,99
artylerzysci,113,konnica,337,konnica,4
piechurzy,70,artylerzysci,372,piechurzy,81
konnica,44,piechurzy,56,konnica,54
konnica,44,artylerzysci,268,piechurzy,155
konnica,213,artylerzysci,187,artylerzysci,56
artylerzysci,37,artylerzysci,451,konnica,105
artylerzysci,126,konnica,302,konnica,46
artylerzysci,169,artylerzysci,52,artylerzysci,331
artylerzysci,414,konnica,116,konnica,25
piechurzy,365,piechurzy,243,piechurzy,45
piechurzy,90,artylerzysci,190,konnica,281
konnica,457,konnica,15,artylerzysci,20
konnica,299,konnica,145,artylerzysci,11
piechurzy,245,artylerzysci,155,artylerzysci,74
konnica,104,artylerzysci,113,piechurzy,108
artylerzysci,209,piechurzy,139,konnica,191
artylerzysci,110,artylerzysci,410,piechurzy,12
konnica,313,artylerzysci,176,piechurzy,31
konnica,136,konnica,126,piechurzy,16
konnica,180,artylerzysci,227,konnica,55
konnica,98,konnica,187,piechurzy,22
konnica,189,konnica,292,piechurzy,1
artylerzysci,339,artylerzysci,52,piechurzy,174
artylerzysci,403,konnica,60,artylerzysci,81
konnica,95,piechurzy,134,artylerzysci,234
artylerzysci,157,konnica,101,konnica,252
piechurzy,104,artylerzysci,333,artylerzysci,84
piechurzy,432,konnica,216,konnica,48
artylerzysci,72,konnica,136,artylerzysci,299
piechurzy,4,artylerzysci,207,konnica,46
piechurzy,91,artylerzysci,213,piechurzy,88
piechurzy,287,artylerzysci,87,artylerzysci,91
piechurzy,280,artylerzysci,274,artylerzysci,79
konnica,8,konnica,435,piechurzy,48
artylerzysci,313,piechurzy,88,artylerzysci,138
artylerzysci,204,piechurzy,159,piechurzy,164
artylerzysci,473,artylerzysci,57,piechurzy,68
konnica,450,artylerzysci,43,konnica,4
konnica,247,konnica,131,piechurzy,93
konnica,210,konnica,74,artylerzysci,5
artylerzysci,316,konnica,63,artylerzysci,168
artylerzysci,84,piechurzy,323,artylerzysci,206
piechurzy,337,piechurzy,128,piechurzy,156
konnica,126,piechurzy,226,piechurzy,237
konnica,294,piechurzy,31,konnica,117
artylerzysci,324,piechurzy,127,konnica,134
konnica,478,konnica,9,konnica,1
artylerzysci,192,konnica,48,konnica,233
piechurzy,189,piechurzy,270,piechurzy,193
piechurzy,164,piechurzy,274,artylerzysci,281
piechurzy,120,konnica,393,konnica,12
artylerzysci,245,konnica,111,konnica,89
konnica,321,konnica,111,konnica,66
artylerzysci,293,artylerzysci,120,artylerzysci,171
artylerzysci,284,konnica,199,konnica,45
konnica,382,konnica,101,artylerzysci,9
piechurzy,232,artylerzysci,168,artylerzysci,253
piechurzy,366,konnica,204,konnica,103
konnica,500,piechurzy,1,piechurzy,2
artylerzysci,111,artylerzysci,143,piechurzy,280
konnica,306,konnica,177,artylerzysci,12
konnica,119,artylerzysci,324,piechurzy,107
piechurzy,465,konnica,25,piechurzy,231
piechurzy,411,piechurzy,184,piechurzy,90
artylerzysci,72,artylerzysci,269,piechurzy,165
piechurzy,35,konnica,69,artylerzysci,375
piechurzy,224,artylerzysci,103,piechurzy,86
konnica,71,artylerzysci,264,konnica,212
artylerzysci,16,konnica,155,artylerzysci,221
artylerzysci,392,artylerzysci,77,piechurzy,63
konnica,51,artylerzysci,169,artylerzysci,56
konnica,372,artylerzysci,109,piechurzy,31
artylerzysci,278,piechurzy,169,piechurzy,32
piechurzy,57,artylerzysci,92,piechurzy,67
piechurzy,242,piechurzy,204,piechurzy,59
artylerzysci,209,artylerzysci,144,artylerzysci,83
artylerzysci,168,piechurzy,277,piechurzy,53
piechurzy,299,piechurzy,314,konnica,10
piechurzy,229,piechurzy,101,piechurzy,252
konnica,206,piechurzy,32,konnica,219
konnica,40,konnica,150,piechurzy,138
konnica,291,piechurzy,49,konnica,64
artylerzysci,398,konnica,97,artylerzysci,8
artylerzysci,299,piechurzy,220,piechurzy,166
konnica,316,artylerzysci,98,artylerzysci,105
piechurzy,58,artylerzysci,455,konnica,22
artylerzysci,242,piechurzy,254,konnica,144
piechurzy,353,konnica,38,konnica,287
konnica,185,piechurzy,30,artylerzysci,232
piechurzy,397,artylerzysci,104,konnica,58
konnica,124,artylerzysci,274,piechurzy,62
piechurzy,426,artylerzysci,45,konnica,228
piechurzy,91,piechurzy,7,piechurzy,172
konnica,148,piechurzy,66,piechurzy,267
konnica,463,piechurzy,8,artylerzysci,11
artylerzysci,334,piechurzy,225,konnica,81
konnica,107,piechurzy,10,piechurzy,97
konnica,470,konnica,6,piechurzy,22
konnica,480,artylerzysci,16,piechurzy,4
konnica,172,piechurzy,12,konnica,278
artylerzysci,199,artylerzysci,134,piechurzy,34
artylerzysci,494,piechurzy,51,piechurzy,82
artylerzysci,145,artylerzysci,6,artylerzysci,209
artylerzysci,260,artylerzysci,97,artylerzysci,157
piechurzy,335,piechurzy,298,piechurzy,8
piechurzy,374,konnica,252,artylerzysci,42
piechurzy,252,piechurzy,290,konnica,65
artylerzysci,147,artylerzysci,139,artylerzysci,156
konnica,9,piechurzy,127,artylerzysci,240
piechurzy,228,konnica,320,piechurzy,60
piechurzy,451,artylerzysci,8,artylerzysci,233
artylerzysci,81,artylerzysci,234,artylerzysci,230
artylerzysci,469,piechurzy,8,piechurzy,99
artylerzysci,334,artylerzysci,174,piechurzy,61
konnica,10,artylerzysci,103,konnica,202
konnica,374,artylerzysci,101,piechurzy,2
konnica,143,piechurzy,49,konnica,11
konnica,141,artylerzysci,277,konnica,108
konnica,215,piechurzy,5,piechurzy,161
piechurzy,212,konnica,135,artylerzysci,226
artylerzysci,2,artylerzysci,88,artylerzysci,165
artylerzysci,137,artylerzysci,45,piechurzy,74
konnica,19,konnica,179,piechurzy,299
artylerzysci,207,artylerzysci,92,artylerzysci,273
konnica,453,piechurzy,45,artylerzysci,21
piechurzy,120,artylerzysci,106,konnica,159
piechurzy,234,artylerzysci,250,piechurzy,45
piechurzy,238,konnica,109,artylerzysci,82
piechurzy,35,artylerzysci,333,artylerzysci,103
artylerzysci,481,piechurzy,46,piechurzy,48
konnica,50,artylerzysci,423,konnica,29
piechurzy,486,piechurzy,248,piechurzy,48
piechurzy,207,piechurzy,92,artylerzysci,92
konnica,118,konnica,160,piechurzy,30
konnica,445,piechurzy,4,artylerzysci,29
artylerzysci,347,piechurzy,37,konnica,81
artylerzysci,142,konnica,276,artylerzysci,96
artylerzysci,4,konnica,104,konnica,315
konnica,307,artylerzysci,192,konnica,16
artylerzysci,348,konnica,36,artylerzysci,79
konnica,99,artylerzysci,254,artylerzysci,40
konnica,424,piechurzy,13,konnica,39
konnica,318,artylerzysci,52,artylerzysci,20
konnica,204,piechurzy,122,piechurzy,3
piechurzy,227,artylerzysci,374,konnica,85
piechurzy,313,piechurzy,264,piechurzy,171
piechurzy,274,artylerzysci,141,piechurzy,251
artylerzysci,128,piechurzy,302,piechurzy,148
konnica,360,piechurzy,47,konnica,68
piechurzy,476,artylerzysci,155,konnica,90
piechurzy,415,piechurzy,40,piechurzy,149
konnica,30,artylerzysci,210,konnica,221
konnica,415,piechurzy,38,artylerzysci,43
konnica,398,konnica,102,artylerzysci,1
konnica,501,piechurzy,2,piechurzy,1
konnica,35,piechurzy,155,artylerzysci,127
artylerzysci,488,konnica,102,piechurzy,21
konnica,150,konnica,351,artylerzysci,2
piechurzy,436,konnica,47,piechurzy,105
piechurzy,128,konnica,435,konnica,1
konnica,449,piechurzy,42,konnica,28
konnica,152,konnica,125,artylerzysci,217
artylerzysci,361,konnica,139,konnica,88
konnica,312,konnica,85,konnica,37
artylerzysci,162,artylerzysci,267,konnica,79
piechurzy,39,piechurzy,309,konnica,274
piechurzy,127,konnica,368,artylerzysci,44
piechurzy,65,artylerzysci,203,artylerzysci,237
piechurzy,458,konnica,174,piechurzy,71
konnica,284,artylerzysci,84,konnica,78
konnica,238,artylerzysci,70,artylerzysci,146
konnica,1,piechurzy,214,artylerzysci,368
piechurzy,10,artylerzysci,376,piechurzy,76
artylerzysci,494,konnica,67,konnica,30
konnica,291,konnica,79,konnica,74
artylerzysci,153,artylerzysci,357,konnica,46
artylerzysci,396,konnica,36,artylerzysci,130
konnica,190,piechurzy,261,artylerzysci,40
artylerzysci,219,artylerzysci,241,artylerzysci,118
piechurzy,458,artylerzysci,208,artylerzysci,21
piechurzy,77,konnica,8,artylerzysci,81
konnica,409,konnica,57,artylerzysci,4
artylerzysci,76,konnica,436,konnica,2
artylerzysci,6,konnica,267,artylerzysci,104
piechurzy,39,artylerzysci,216,konnica,271
konnica,175,artylerzysci,212,piechurzy,52
konnica,154,piechurzy,111,piechurzy,217
artylerzysci,299,piechurzy,66,konnica,4
artylerzysci,280,konnica,156,piechurzy,36
piechurzy,90,artylerzysci,45,artylerzysci,347
artylerzysci,214,artylerzysci,19,konnica,312
piechurzy,482,artylerzysci,258,artylerzysci,18
piechurzy,107,konnica,173,artylerzysci,1
artylerzysci,47,piechurzy,364,konnica,70
artylerzysci,498,piechurzy,8,konnica,25
konnica,372,piechurzy,106,piechurzy,24
piechurzy,176,piechurzy,86,artylerzysci,70
konnica,134,artylerzysci,164,artylerzysci,150
piechurzy,209,piechurzy,214,konnica,254
konnica,48,artylerzysci,208,artylerzysci,81
piechurzy,167,artylerzysci,24,konnica,256
piechurzy,34,piechurzy,139,piechurzy,74
piechurzy,262,piechurzy,285,konnica,153
piechurzy,126,piechurzy,130,konnica,125
piechurzy,265,konnica,249,piechurzy,99
piechurzy,368,artylerzysci,34,konnica,29
artylerzysci,430,konnica,124,artylerzysci,51
konnica,468,artylerzysci,7,artylerzysci,14
konnica,214,piechurzy,280,konnica,25
piechurzy,271,konnica,80,konnica,276
piechurzy,173,konnica,198,konnica,105
konnica,212,konnica,234,piechurzy,37
konnica,359,piechurzy,131,artylerzysci,73
konnica,333,piechurzy,48,artylerzysci,77
konnica,358,artylerzysci,128,artylerzysci,26
artylerzysci,324,artylerzysci,107,konnica,81
konnica,452,konnica,25,piechurzy,4
konnica,322,artylerzysci,50,artylerzysci,90
konnica,94,artylerzysci,84,konnica,123
artylerzysci,118,artylerzysci,244,artylerzysci,64
artylerzysci,98,konnica,304,piechurzy,24
konnica,206,piechurzy,19,artylerzysci,285
artylerzysci,174,konnica,153,piechurzy,6
konnica,482,artylerzysci,2,piechurzy,6
artylerzysci,325,piechurzy,202,piechurzy,144
konnica,202,piechurzy,287,artylerzysci,138
piechurzy,323,konnica,28,konnica,259
piechurzy,429,piechurzy,113,konnica,139
konnica,298,konnica,157,konnica,28
konnica,230,artylerzysci,250,artylerzysci,22
artylerzysci,129,artylerzysci,351,piechurzy,110
konnica,384,konnica,31,piechurzy,78
konnica,197,konnica,157,piechurzy,87
konnica,100,piechurzy,324,artylerzysci,219
konnica,69,artylerzysci,78,piechurzy,69
artylerzysci,455,artylerzysci,37,artylerzysci,78
piechurzy,89,artylerzysci,64,artylerzysci,325
artylerzysci,436,konnica,125,artylerzysci,21
konnica,208,artylerzysci,19,artylerzysci,84
piechurzy,270,konnica,39,konnica,289
artylerzysci,363,konnica,29,konnica,134
konnica,321,piechurzy,110,artylerzysci,110
artylerzysci,50,piechurzy,24,artylerzysci,181
artylerzysci,488,piechurzy,95,artylerzysci,47
piechurzy,326,artylerzysci,237,piechurzy,13
konnica,176,piechurzy,124,artylerzysci,69
konnica,456,piechurzy,21,piechurzy,25
piechurzy,67,piechurzy,120,artylerzysci,204
konnica,95,piechurzy,353,konnica,6
konnica,486,konnica,16,piechurzy,2
konnica,443,artylerzysci,15,piechurzy,18
artylerzysci,48,piechurzy,13,piechurzy,20
artylerzysci,286,konnica,101,konnica,115
konnica,50,piechurzy,121,artylerzysci,122
artylerzysci,61,artylerzysci,257,piechurzy,255
piechurzy,416,konnica,233,artylerzysci,46
konnica,172,konnica,139,konnica,127
konnica,232,konnica,216,artylerzysci,6
artylerzysci,100,konnica,120,konnica,92
konnica,187,artylerzysci,160,artylerzysci,108
piechurzy,406,piechurzy,265,konnica,125
artylerzysci,27,konnica,446,piechurzy,17
artylerzysci,375,konnica,146,piechurzy,42
artylerzysci,364,piechurzy,217,artylerzysci,3
piechurzy,409,piechurzy,256,konnica,158
piechurzy,376,piechurzy,227,artylerzysci,84
konnica,191,artylerzysci,205,piechurzy,139
piechurzy,316,artylerzysci,142,artylerzysci,190
piechurzy,112,konnica,171,piechurzy,158
konnica,116,artylerzysci,125,konnica,6
piechurzy,158,artylerzysci,188,konnica,7
piechurzy,244,konnica,9,artylerzysci,44
piechurzy,451,artylerzysci,102,piechurzy,129
konnica,360,konnica,83,konnica,7
piechurzy,150,konnica,349,konnica,5
piechurzy,472,piechurzy,35,artylerzysci,178
konnica,116,piechurzy,366,artylerzysci,93
konnica,376,konnica,47,artylerzysci,6
konnica,156,piechurzy,29,piechurzy,188
artylerzysci,272,piechurzy,226,konnica,68
artylerzysci,24,konnica,403,konnica,61
piechurzy,97,artylerzysci,135,piechurzy,288
konnica,455,artylerzysci,21,piechurzy,19
artylerzysci,415,artylerzysci,81,artylerzysci,101
artylerzysci,324,artylerzysci,149,piechurzy,144
konnica,465,konnica,13,artylerzysci,17
piechurzy,157,piechurzy,312,konnica,185
artylerzysci,136,artylerzysci,148,piechurzy,170
konnica,113,piechurzy,310,piechurzy,126
piechurzy,121,piechurzy,292,piechurzy,257
piechurzy,378,konnica,247,artylerzysci,23
piechurzy,221,artylerzysci,221,konnica,98
artylerzysci,381,piechurzy,106,konnica,113
piechurzy,471,piechurzy,16,artylerzysci,57
piechurzy,463,artylerzysci,102,konnica,124
konnica,192,artylerzysci,11,piechurzy,245
artylerzysci,311,konnica,24,artylerzysci,220
piechurzy,52,konnica,203,konnica,30
piechurzy,297,piechurzy,200,konnica,191
piechurzy,88,artylerzysci,275,artylerzysci,53
artylerzysci,124,piechurzy,341,konnica,119
artylerzysci,492,artylerzysci,59,artylerzysci,31
piechurzy,178,konnica,322,piechurzy,78
artylerzysci,369,artylerzysci,36,piechurzy,87
artylerzysci,380,piechurzy,204,piechurzy,106
artylerzysci,19,artylerzysci,199,konnica,2
artylerzysci,277,konnica,232,konnica,50
piechurzy,451,piechurzy,265,artylerzysci,85
piechurzy,156,konnica,243,konnica,93
artylerzysci,125,artylerzysci,303,artylerzysci,159
piechurzy,387,piechurzy,155,piechurzy,137
konnica,50,artylerzysci,81,artylerzysci,302
konnica,35,konnica,174,konnica,126
konnica,186,artylerzysci,134,konnica,51
artylerzysci,246,konnica,182,artylerzysci,26
piechurzy,241,artylerzysci,334,artylerzysci,27
artylerzysci,475,konnica,112,konnica,1
konnica,287,artylerzysci,167,piechurzy,15
konnica,27,piechurzy,386,konnica,53
artylerzysci,194,konnica,64,artylerzysci,230
artylerzysci,29,artylerzysci,364,konnica,145
piechurzy,122,artylerzysci,34,artylerzysci,402
piechurzy,76,konnica,273,piechurzy,72
artylerzysci,495,artylerzysci,100,konnica,50
konnica,487,konnica,14,artylerzysci,1
artylerzysci,374,konnica,208,piechurzy,13
piechurzy,131,artylerzysci,12,konnica,396
konnica,235,konnica,64,piechurzy,62
artylerzysci,141,piechurzy,30,piechurzy,129
piechurzy,459,piechurzy,156,artylerzysci,179
konnica,152,artylerzysci,170,konnica,127
artylerzysci,307,artylerzysci,172,piechurzy,88
piechurzy,112,piechurzy,144,piechurzy,51
piechurzy,2,konnica,419,piechurzy,57
konnica,231,konnica,227,piechurzy,25
piechurzy,48,artylerzysci,178,piechurzy,34
artylerzysci,50,konnica,330,piechurzy,4
konnica,160,piechurzy,112,konnica,261
piechurzy,256,artylerzysci,125,artylerzysci,17
piechurzy,102,konnica,325,konnica,105
piechurzy,150,piechurzy,264,konnica,35
piechurzy,160,artylerzysci,210,artylerzysci,1
konnica,171,konnica,132,konnica,40
piechurzy,130,konnica,426,artylerzysci,8
artylerzysci,186,artylerzysci,75,piechurzy,157
piechurzy,210,konnica,384,konnica,6
piechurzy,363,konnica,315,artylerzysci,2
piechurzy,419,konnica,203,artylerzysci,29
konnica,110,piechurzy,336,artylerzysci,8
piechurzy,101,piechurzy,42,artylerzysci,221
artylerzysci,409,artylerzysci,142,konnica,5
konnica,232,piechurzy,222,piechurzy,34
piechurzy,417,artylerzysci,172,konnica,148
piechurzy,105,konnica,411,artylerzysci,32
artylerzysci,192,konnica,231,piechurzy,70
piechurzy,425,artylerzysci,50,piechurzy,140
konnica,68,piechurzy,67,konnica,307
piechurzy,90,konnica,77,piechurzy,275
artylerzysci,371,konnica,142,konnica,78
konnica,351,konnica,17,piechurzy,134
artylerzysci,342,piechurzy,158,konnica,55
artylerzysci,484,artylerzysci,60,piechurzy,14
artylerzysci,227,artylerzysci,290,artylerzysci,52
konnica,372,piechurzy,70,artylerzysci,6
konnica,177,piechurzy,223,konnica,208
piechurzy,157,konnica,120,piechurzy,103
piechurzy,22,konnica,65,artylerzysci,23
konnica,235,artylerzysci,236,artylerzysci,66
artylerzysci,57,konnica,394,konnica,40
piechurzy,389,piechurzy,273,artylerzysci,21
artylerzysci,390,konnica,168,konnica,15
artylerzysci,360,artylerzysci,193,konnica,72
artylerzysci,456,konnica,7,artylerzysci,30
artylerzysci,153,piechurzy,146,konnica,248
piechurzy,335,artylerzysci,297,artylerzysci,61
konnica,303,konnica,161,artylerzysci,30
artylerzysci,364,piechurzy,77,artylerzysci,56
piechurzy,15,piechurzy,494,konnica,42
artylerzysci,335,piechurzy,66,piechurzy,151
piechurzy,305,artylerzysci,15,artylerzysci,265
konnica,289,konnica,85,konnica,116
piechurzy,396,piechurzy,135,piechurzy,149
konnica,92,konnica,64,piechurzy,236
artylerzysci,162,piechurzy,122,artylerzysci,104
artylerzysci,420,artylerzysci,49,piechurzy,102
piechurzy,3,artylerzysci,413,konnica,179
piechurzy,43,piechurzy,179,artylerzysci,297
konnica,363,artylerzysci,19,konnica,60
piechurzy,215,konnica,35,piechurzy,197
artylerzysci,175,artylerzysci,195,konnica,189
konnica,383,konnica,30,piechurzy,44
konnica,284,piechurzy,83,piechurzy,58
artylerzysci,47,piechurzy,316,piechurzy,114
konnica,58,piechurzy,384,artylerzysci,219
artylerzysci,365,piechurzy,73,konnica,152
artylerzysci,252,konnica,290,piechurzy,20
artylerzysci,215,konnica,286,piechurzy,31
konnica,392,artylerzysci,93,artylerzysci,6
artylerzysci,223,piechurzy,36,artylerzysci,269
artylerzysci,91,piechurzy,214,artylerzysci,33
piechurzy,281,artylerzysci,122,konnica,95
konnica,331,artylerzysci,107,piechurzy,38
artylerzysci,212,artylerzysci,110,artylerzysci,251
piechurzy,84,artylerzysci,141,konnica,144
konnica,192,piechurzy,268,piechurzy,83
konnica,145,konnica,167,artylerzysci,89
konnica,101,konnica,23,konnica,167
konnica,337,konnica,38,artylerzysci,75
piechurzy,129,piechurzy,142,artylerzysci,195
piechurzy,154,konnica,362,artylerzysci,2
artylerzysci,258,konnica,55,piechurzy,68
konnica,205,konnica,6,konnica,12
artylerzysci,416,konnica,180,konnica,4
artylerzysci,104,artylerzysci,289,artylerzysci,205
artylerzysci,226,piechurzy,126,konnica,170
piechurzy,28,piechurzy,322,konnica,309
artylerzysci,277,artylerzysci,48,konnica,111
piechurzy,353,konnica,218,piechurzy,97
artylerzysci,470,artylerzysci,143,konnica,20
konnica,355,artylerzysci,105,konnica,28
piechurzy,299,konnica,337,piechurzy,4
artylerzysci,425,konnica,78,piechurzy,36
piechurzy,415,piechurzy,141,artylerzysci,120
piechurzy,445,konnica,146,piechurzy,14
piechurzy,397,konnica,102,artylerzysci,179
konnica,172,konnica,183,artylerzysci,70
piechurzy,58,piechurzy,174,artylerzysci,175
piechurzy,136,piechurzy,53,konnica,125
piechurzy,46,konnica,421,piechurzy,37
konnica,499,artylerzysci,3,artylerzysci,1
piechurzy,272,artylerzysci,68,artylerzysci,255
artylerzysci,35,piechurzy,297,konnica,215
artylerzysci,392,artylerzysci,190,artylerzysci,48
konnica,199,konnica,148,piechurzy,150
artylerzysci,95,konnica,280,artylerzysci,87
piechurzy,257,konnica,78,piechurzy,39
konnica,76,konnica,96,konnica,94
konnica,278,artylerzysci,21,konnica,15
artylerzysci,28,konnica,30,artylerzysci,115
artylerzysci,158,konnica,117,konnica,195
piechurzy,307,konnica,100,artylerzysci,106
konnica,23,artylerzysci,389,piechurzy,80
konnica,374,piechurzy,64,artylerzysci,37
artylerzysci,475,artylerzysci,60,konnica,43
konnica,434,piechurzy,23,artylerzysci,24
piechurzy,113,piechurzy,164,konnica,103
artylerzysci,109,piechurzy,1,piechurzy,212
konnica,284,artylerzysci,1,artylerzysci,150
konnica,70,artylerzysci,253,konnica,176
konnica,498,konnica,2,konnica,2
konnica,212,piechurzy,231,piechurzy,104
konnica,378,piechurzy,116,konnica,14
konnica,236,piechurzy,149,artylerzysci,12
konnica,47,artylerzysci,371,piechurzy,43
piechurzy,228,artylerzysci,15,artylerzysci,374
konnica,493,piechurzy,9,piechurzy,4
artylerzysci,9,artylerzysci,304,konnica,116
konnica,105,konnica,96,artylerzysci,164
artylerzysci,238,piechurzy,276,artylerzysci,36
piechurzy,33,piechurzy,394,piechurzy,240
piechurzy,376,piechurzy,226,piechurzy,97
konnica,444,konnica,23,piechurzy,23
artylerzysci,286,konnica,58,artylerzysci,218
artylerzysci,437,artylerzysci,126,artylerzysci,76
artylerzysci,487,artylerzysci,40,piechurzy,19
konnica,310,konnica,177,artylerzysci,6
artylerzysci,5,konnica,482,piechurzy,3
artylerzysci,89,konnica,336,piechurzy,9
piechurzy,225,konnica,157,piechurzy,17
piechurzy,94,piechurzy,102,piechurzy,398
artylerzysci,151,piechurzy,131,piechurzy,316
konnica,115,artylerzysci,276,artylerzysci,33
artylerzysci,77,piechurzy,117,piechurzy,127
artylerzysci,358,konnica,38,piechurzy,105
konnica,286,artylerzysci,136,konnica,36
piechurzy,333,piechurzy,1,artylerzysci,84
artylerzysci,469,artylerzysci,101,piechurzy,25
artylerzysci,17,piechurzy,287,piechurzy,317
piechurzy,167,konnica,149,konnica,81
piechurzy,228,artylerzysci,188,konnica,27
piechurzy,146,konnica,21,artylerzysci,215
artylerzysci,117,artylerzysci,290,konnica,11
piechurzy,226,artylerzysci,227,artylerzysci,112
piechurzy,274,artylerzysci,143,piechurzy,92
artylerzysci,247,konnica,134,konnica,74
konnica,493,piechurzy,3,konnica,4
piechurzy,159,piechurzy,191,konnica,163
konnica,35,konnica,185,piechurzy,16
piechurzy,359,piechurzy,105,konnica,26
konnica,338,artylerzysci,57,piechurzy,104
piechurzy,240,piechurzy,312,piechurzy,110
piechurzy,434,konnica,97,konnica,151
konnica,322,artylerzysci,80,piechurzy,55
konnica,56,konnica,293,piechurzy,152
konnica,105,piechurzy,167,konnica,15
piechurzy,126,artylerzysci,342,artylerzysci,22
artylerzysci,101,artylerzysci,156,artylerzysci,106
piechurzy,202,piechurzy,183,konnica,103
artylerzysci,301,piechurzy,253,konnica,138
piechurzy,284,piechurzy,319,piechurzy,54
piechurzy,226,konnica,243,konnica,5
artylerzysci,369,piechurzy,120,piechurzy,157
konnica,278,piechurzy,92,artylerzysci,33
piechurzy,466,konnica,160,konnica,84
konnica,275,konnica,41,piechurzy,157
konnica,273,piechurzy,51,konnica,190
artylerzysci,241,konnica,254,artylerzysci,25
piechurzy,480,konnica,196,konnica,50
artylerzysci,70,konnica,371,artylerzysci,21
artylerzysci,299,piechurzy,150,konnica,23
piechurzy,404,konnica,28,konnica,125
konnica,283,artylerzysci,167,konnica,6
artylerzysci,30,konnica,445,artylerzysci,29
piechurzy,124,piechurzy,217,artylerzysci,73
konnica,161,piechurzy,170,konnica,170
artylerzysci,497,piechurzy,82,konnica,59
konnica,484,artylerzysci,15,konnica,4
